Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
14.06.2018;12:00;13:00;69.190,5;38.552,25;954,75
14.06.2018;13:00;14:00;68.414;35.902,75;1.580,25
14.06.2018;14:00;15:00;67.399,25;34.756,25;1.816,25
14.06.2018;15:00;16:00;67.096,25;37.127,5;326,25
14.06.2018;16:00;17:00;65.774,5;39.695;241,5
14.06.2018;17:00;18:00;65.759,25;43.657;252
14.06.2018;18:00;19:00;65.423,75;47.925,25;297,5
14.06.2018;19:00;20:00;64.457;50.776;1,5
14.06.2018;20:00;21:00;61.800,25;50.889,75;2,25
14.06.2018;21:00;22:00;59.334,25;50.491,25;22,5
14.06.2018;22:00;23:00;56.888;48.756;241
14.06.2018;23:00;00:00;52.459,5;45.159,25;551
15.06.2018;00:00;01:00;49.108,25;42.816,75;1.961
15.06.2018;01:00;02:00;47.052,25;41.763,75;3.055
15.06.2018;02:00;03:00;45.870,25;41.616,25;3.356
15.06.2018;03:00;04:00;45.720,75;42.308;3.169,25
15.06.2018;04:00;05:00;46.613,75;43.973,75;2.887,75
15.06.2018;05:00;06:00;49.702,5;47.593;1.694
15.06.2018;06:00;07:00;57.242,5;54.402,25;191,25
15.06.2018;07:00;08:00;63.191,75;57.912,5;54
15.06.2018;08:00;09:00;66.550,5;57.462,25;36,25
15.06.2018;09:00;10:00;67.450,5;53.784,25;324,5
15.06.2018;10:00;11:00;68.926,75;51.361;431,25
15.06.2018;11:00;12:00;69.856;50.078;79
15.06.2018;12:00;13:00;68.863,75;47.906,5;153,25
15.06.2018;13:00;14:00;67.332,25;45.937,5;385
15.06.2018;14:00;15:00;65.718,75;44.685,25;358
15.06.2018;15:00;16:00;64.464,75;44.949,75;370,5
15.06.2018;16:00;17:00;63.154,25;46.540;228,25
15.06.2018;17:00;18:00;62.701,5;50.044,75;101,25
15.06.2018;18:00;19:00;62.249,5;54.073,75;68,75
15.06.2018;19:00;20:00;61.100;56.679,5;1
15.06.2018;20:00;21:00;58.175;55.995,5;24,25
15.06.2018;21:00;22:00;55.937,5;54.519;68
15.06.2018;22:00;23:00;53.951,5;52.145,75;13
15.06.2018;23:00;00:00;50.257,75;47.741,5;333,25
16.06.2018;00:00;01:00;46.019;43.156,5;767,5
16.06.2018;01:00;02:00;44.087,75;41.129,75;638,75
16.06.2018;02:00;03:00;42.985,25;39.990;272,75
16.06.2018;03:00;04:00;42.545;39.570,5;405,75
16.06.2018;04:00;05:00;42.079,5;39.222,75;835,25
16.06.2018;05:00;06:00;42.236,25;39.002,75;1.143,75
16.06.2018;06:00;07:00;44.384,75;39.636,5;399
16.06.2018;07:00;08:00;48.261,5;40.651,75;113
16.06.2018;08:00;09:00;52.657,5;41.373,5;4,5
16.06.2018;09:00;10:00;55.251,75;39.256,5;100,5
16.06.2018;10:00;11:00;56.883,25;36.407;363,5
16.06.2018;11:00;12:00;57.789,25;34.425,5;598,75
16.06.2018;12:00;13:00;57.170,75;32.590,5;707,25
16.06.2018;13:00;14:00;55.369;30.864;1.898,5
16.06.2018;14:00;15:00;53.264,5;29.398,25;3.138,25
16.06.2018;15:00;16:00;52.285,25;29.612,25;4.158,75
16.06.2018;16:00;17:00;52.026,75;32.412,25;2.505,5
16.06.2018;17:00;18:00;52.673,25;37.548,75;609
16.06.2018;18:00;19:00;52.869,75;42.577,25;190
16.06.2018;19:00;20:00;51.854;45.419;70
16.06.2018;20:00;21:00;49.592,75;45.549,5;83,5
16.06.2018;21:00;22:00;48.021,5;44.988,5;58,5
16.06.2018;22:00;23:00;47.285,75;43.955,5;64,5
16.06.2018;23:00;00:00;44.596,75;40.692,25;220,5
17.06.2018;00:00;01:00;41.967,25;37.893;526,75
17.06.2018;01:00;02:00;40.087,25;35.296,25;1.007
17.06.2018;02:00;03:00;38.533,75;32.822,75;1.077,5
17.06.2018;03:00;04:00;37.674,75;30.509,75;2.231
17.06.2018;04:00;05:00;37.494,75;28.876,25;3.191,25
17.06.2018;05:00;06:00;36.977;26.541,75;4.204,5
17.06.2018;06:00;07:00;38.293,25;26.783;3.256,75
17.06.2018;07:00;08:00;40.937;27.042,75;2.027,5
17.06.2018;08:00;09:00;44.489,75;25.912,25;1.611,75
17.06.2018;09:00;10:00;47.693;24.042,5;2.136,5
17.06.2018;10:00;11:00;50.233,75;22.542,25;2.587,25
17.06.2018;11:00;12:00;52.021,75;21.760;2.269,75
17.06.2018;12:00;13:00;51.662,25;20.330,5;2.675,75
17.06.2018;13:00;14:00;49.991,25;18.687,25;4.405
17.06.2018;14:00;15:00;48.729,25;18.563,75;4.353
17.06.2018;15:00;16:00;48.261;19.377,5;4.503,5
17.06.2018;16:00;17:00;48.336;23.055,75;3.758
17.06.2018;17:00;18:00;48.580,5;27.908;2.361,25
17.06.2018;18:00;19:00;48.371;32.619;1.121,75
17.06.2018;19:00;20:00;49.144,25;37.574,25;813,25
17.06.2018;20:00;21:00;48.537;40.639,75;334,75
17.06.2018;21:00;22:00;48.152;43.065,75;43,5
17.06.2018;22:00;23:00;48.409,5;44.001,75;6
17.06.2018;23:00;00:00;45.393,5;40.765,25;488
18.06.2018;00:00;01:00;43.278,5;38.652,5;1.283,75
18.06.2018;01:00;02:00;41.972,75;37.622;1.614,5
18.06.2018;02:00;03:00;41.270;36.572,25;2.296
18.06.2018;03:00;04:00;41.728,25;36.535,25;2.773,75
18.06.2018;04:00;05:00;42.648,5;36.691;2.478
18.06.2018;05:00;06:00;46.195,75;39.231,5;1.427,5
18.06.2018;06:00;07:00;55.372,75;47.189;557,75
18.06.2018;07:00;08:00;62.091,75;51.219,25;5,25
18.06.2018;08:00;09:00;65.965,75;50.817,25;72,75
18.06.2018;09:00;10:00;66.924,5;46.172;260,25
18.06.2018;10:00;11:00;68.848;43.597,5;235,75
18.06.2018;11:00;12:00;70.239;42.636;225
18.06.2018;12:00;13:00;70.306,75;41.432,75;71,5
18.06.2018;13:00;14:00;69.533,25;40.259;122
18.06.2018;14:00;15:00;68.713,75;40.785,75;46,75
18.06.2018;15:00;16:00;67.671;42.452,5;20,5
18.06.2018;16:00;17:00;66.205;43.795,5;200,75
18.06.2018;17:00;18:00;66.100;46.985,5;176,75
18.06.2018;18:00;19:00;65.414,25;50.414,5;162,5
18.06.2018;19:00;20:00;64.198,25;53.121,5;0
18.06.2018;20:00;21:00;61.302,25;52.839;89,25
18.06.2018;21:00;22:00;58.695,75;50.758,75;243,75
18.06.2018;22:00;23:00;56.348,25;46.831,25;934,5
18.06.2018;23:00;00:00;52.084;40.913,25;1.785,5
19.06.2018;00:00;01:00;48.685,75;36.256,75;2.541,75
19.06.2018;01:00;02:00;46.633,25;33.814;2.482,75
19.06.2018;02:00;03:00;45.734,75;32.696,5;4.497,25
19.06.2018;03:00;04:00;46.005;32.810;5.422,5
19.06.2018;04:00;05:00;47.405;34.164,75;5.095,25
19.06.2018;05:00;06:00;50.534,75;37.214,5;2.405,5
19.06.2018;06:00;07:00;59.179;45.068;394
19.06.2018;07:00;08:00;64.889,75;49.792;6,5
19.06.2018;08:00;09:00;68.253,5;49.978,75;4
19.06.2018;09:00;10:00;69.173;47.643;5,5
19.06.2018;10:00;11:00;70.372,5;46.770;7
19.06.2018;11:00;12:00;71.955,5;47.950,5;12,75
19.06.2018;12:00;13:00;71.065,5;46.988,5;4,25
19.06.2018;13:00;14:00;70.424,5;46.041,5;122,5
19.06.2018;14:00;15:00;69.653,5;44.824,75;420,25
19.06.2018;15:00;16:00;68.686,75;45.490,75;405,25
19.06.2018;16:00;17:00;67.345;46.490;447,25
19.06.2018;17:00;18:00;67.188,5;49.698;69
19.06.2018;18:00;19:00;66.442,75;53.015,75;3,25
19.06.2018;19:00;20:00;65.281;55.974,5;22,5
19.06.2018;20:00;21:00;62.251,75;56.178,25;9,5
19.06.2018;21:00;22:00;59.538,25;55.350;200,75
19.06.2018;22:00;23:00;57.081,5;53.503;4,25
19.06.2018;23:00;00:00;53.104,5;49.623,5;147,75
20.06.2018;00:00;01:00;49.578;46.113;1.557,25
20.06.2018;01:00;02:00;47.655;44.071,5;3.032
20.06.2018;02:00;03:00;46.526,25;42.501,75;4.478
20.06.2018;03:00;04:00;46.512,5;41.439,5;5.593,25
20.06.2018;04:00;05:00;47.439;41.013,5;5.174
20.06.2018;05:00;06:00;50.233,75;42.760,75;3.875,25
20.06.2018;06:00;07:00;58.457,75;48.962,25;215,75
20.06.2018;07:00;08:00;64.256;52.022,75;6,75
20.06.2018;08:00;09:00;67.469,75;50.104;7,5
20.06.2018;09:00;10:00;68.847,75;45.495,5;2,75
20.06.2018;10:00;11:00;70.336;43.106;2,25
20.06.2018;11:00;12:00;71.376,25;41.257,5;15,5
20.06.2018;12:00;13:00;70.670,25;38.580,5;342
20.06.2018;13:00;14:00;70.460;37.077,25;473
20.06.2018;14:00;15:00;69.550,5;35.820,75;1.247,5
20.06.2018;15:00;16:00;68.658;35.899,25;1.804
20.06.2018;16:00;17:00;67.269,25;37.223,5;764
20.06.2018;17:00;18:00;67.074,25;41.373;171,75
20.06.2018;18:00;19:00;66.444,25;45.928,25;150,5
20.06.2018;19:00;20:00;65.308,5;50.489,75;0,5
20.06.2018;20:00;21:00;63.020,75;52.728;0
20.06.2018;21:00;22:00;59.822;51.729,75;0,25
20.06.2018;22:00;23:00;57.559;49.890;2
20.06.2018;23:00;00:00;53.315,75;45.691;146,5
21.06.2018;00:00;01:00;49.940,75;42.635;811,25
21.06.2018;01:00;02:00;47.760,25;41.351,5;2.563
21.06.2018;02:00;03:00;46.402,5;40.616,75;3.314
21.06.2018;03:00;04:00;46.304,75;40.367;3.556
21.06.2018;04:00;05:00;47.078;40.198,25;4.839
21.06.2018;05:00;06:00;49.980,5;41.900,75;2.162,25
21.06.2018;06:00;07:00;58.087,75;47.743,75;471,25
21.06.2018;07:00;08:00;64.351,5;49.869,5;516,75
21.06.2018;08:00;09:00;68.297,25;47.915,25;210,5
21.06.2018;09:00;10:00;69.791,25;40.790,75;485
21.06.2018;10:00;11:00;71.664;33.305,25;1.509,75
21.06.2018;11:00;12:00;73.229,75;27.322;2.588,5
21.06.2018;12:00;13:00;72.565;22.744,25;3.867,5
21.06.2018;13:00;14:00;71.767,25;21.480;4.703,75
21.06.2018;14:00;15:00;70.903;20.861,5;4.883
21.06.2018;15:00;16:00;69.676,75;20.832;4.873,75
21.06.2018;16:00;17:00;68.760;22.660;4.367,25
21.06.2018;17:00;18:00;68.372,75;24.854,75;2.849,25
21.06.2018;18:00;19:00;67.435;27.766;1.166,75
21.06.2018;19:00;20:00;66.129,75;30.949,5;445,25
21.06.2018;20:00;21:00;62.972,75;31.316;773,5
21.06.2018;21:00;22:00;59.914,25;32.204,25;1.020,25
21.06.2018;22:00;23:00;57.848,25;32.637,25;316
21.06.2018;23:00;00:00;53.707,5;28.899,75;611,75
22.06.2018;00:00;01:00;49.791;25.118,75;2.465,75
22.06.2018;01:00;02:00;47.647,25;23.107;3.589,75
22.06.2018;02:00;03:00;46.703;22.200,5;3.914
22.06.2018;03:00;04:00;46.995,5;23.225,75;3.765,75
22.06.2018;04:00;05:00;48.021,75;24.901,25;2.748
22.06.2018;05:00;06:00;50.537,5;27.601,75;2.590,25
22.06.2018;06:00;07:00;57.956,5;33.896;1.129,75
22.06.2018;07:00;08:00;63.611,25;36.413,5;10,5
22.06.2018;08:00;09:00;67.340,75;35.278,5;138
22.06.2018;09:00;10:00;68.726;32.455;433,25
22.06.2018;10:00;11:00;69.626,75;30.662,75;459,5
22.06.2018;11:00;12:00;70.264,5;29.552,5;804
22.06.2018;12:00;13:00;69.324,5;28.197;838,5
22.06.2018;13:00;14:00;67.993,25;26.342;2.178,75
22.06.2018;14:00;15:00;66.751,75;25.489,25;1.804
22.06.2018;15:00;16:00;66.020;24.931;2.831,75
22.06.2018;16:00;17:00;64.749;24.305;2.940
22.06.2018;17:00;18:00;64.792,25;27.121;1.392,5
22.06.2018;18:00;19:00;63.724;30.123;417,5
22.06.2018;19:00;20:00;62.606,5;33.859;298,25
22.06.2018;20:00;21:00;59.663;34.415,75;371
22.06.2018;21:00;22:00;56.593,5;33.338;462,25
22.06.2018;22:00;23:00;54.359,75;32.002,25;519
22.06.2018;23:00;00:00;50.734,25;28.030,75;1.334,75
23.06.2018;00:00;01:00;47.095,75;24.145,25;1.677,25
23.06.2018;01:00;02:00;45.343;22.837,75;1.781,5
23.06.2018;02:00;03:00;43.980,25;21.588,5;3.839,5
23.06.2018;03:00;04:00;43.753;21.469;5.359,25
23.06.2018;04:00;05:00;43.520,25;21.098,5;5.502
23.06.2018;05:00;06:00;43.498;21.679,25;5.055
23.06.2018;06:00;07:00;45.269,25;22.281,5;3.301,75
23.06.2018;07:00;08:00;48.926,25;23.476;1.188,25
23.06.2018;08:00;09:00;52.676;23.118,75;945,5
23.06.2018;09:00;10:00;55.523;22.039,5;606,5
23.06.2018;10:00;11:00;57.269,25;21.316,25;890,25
23.06.2018;11:00;12:00;58.453;21.384;895,5
23.06.2018;12:00;13:00;57.532,25;19.592,25;2.022,25
23.06.2018;13:00;14:00;55.502;16.551;3.484
23.06.2018;14:00;15:00;53.785,5;14.722,25;3.770
23.06.2018;15:00;16:00;52.729,5;15.101,25;3.621,75
23.06.2018;16:00;17:00;52.110,75;17.045,25;2.111,5
23.06.2018;17:00;18:00;52.685,5;21.865,25;865,25
23.06.2018;18:00;19:00;52.619,25;27.158,5;118,25
23.06.2018;19:00;20:00;51.564,75;31.252,25;8,25
23.06.2018;20:00;21:00;48.438,75;32.185;124,25
23.06.2018;21:00;22:00;46.444,5;32.572,5;333,75
23.06.2018;22:00;23:00;46.326;33.906,75;9,5
23.06.2018;23:00;00:00;43.966,25;31.893;99,5
24.06.2018;00:00;01:00;40.949;29.397;454,75
24.06.2018;01:00;02:00;39.288,75;27.946,25;929,25
24.06.2018;02:00;03:00;38.135,75;27.142,25;1.848,25
24.06.2018;03:00;04:00;37.698,25;27.330,5;3.669,75
24.06.2018;04:00;05:00;37.460;27.811,25;3.882,5
24.06.2018;05:00;06:00;36.797,5;27.512,25;4.489,75
24.06.2018;06:00;07:00;37.357,75;26.929;4.911,75
24.06.2018;07:00;08:00;39.705,75;26.983,75;3.173
24.06.2018;08:00;09:00;42.757,25;26.592,75;2.935
24.06.2018;09:00;10:00;45.821,25;25.995,25;1.769,25
24.06.2018;10:00;11:00;47.977,25;25.829,5;707,75
24.06.2018;11:00;12:00;50.504,75;27.302,75;392,25
24.06.2018;12:00;13:00;50.269,75;26.226,75;785,5
24.06.2018;13:00;14:00;48.594,25;23.886;2.584,75
24.06.2018;14:00;15:00;47.530,25;23.295;2.949
24.06.2018;15:00;16:00;47.173,5;24.448;2.266,5
24.06.2018;16:00;17:00;46.653,25;26.287,25;2.280,5
24.06.2018;17:00;18:00;48.115,25;30.671;600,25
24.06.2018;18:00;19:00;49.451,75;34.872,5;12,75
24.06.2018;19:00;20:00;49.716;37.817;11,5
24.06.2018;20:00;21:00;48.651,5;38.360,25;153,5
24.06.2018;21:00;22:00;47.986,75;38.723,5;227,75
24.06.2018;22:00;23:00;48.200,25;39.665,5;36
24.06.2018;23:00;00:00;45.122,5;37.234,25;32,25
25.06.2018;00:00;01:00;42.965,25;35.369,25;715,75
25.06.2018;01:00;02:00;41.779;34.676,75;2.022,5
25.06.2018;02:00;03:00;40.984;34.108,25;2.049,25
25.06.2018;03:00;04:00;41.620,25;34.835,25;4.022,5
25.06.2018;04:00;05:00;43.121,75;36.419,75;4.117,75
25.06.2018;05:00;06:00;46.444,5;39.192,75;1.977,5
25.06.2018;06:00;07:00;55.277;47.009,5;409
25.06.2018;07:00;08:00;61.985,75;51.526,25;4,25
25.06.2018;08:00;09:00;65.490;51.697,25;0
25.06.2018;09:00;10:00;66.650,75;49.618,75;2
25.06.2018;10:00;11:00;67.479,25;47.557,5;6,5
25.06.2018;11:00;12:00;68.679,75;46.038,75;14,75
25.06.2018;12:00;13:00;68.526,25;43.704,75;1,25
25.06.2018;13:00;14:00;67.979,25;41.143,75;262,5
25.06.2018;14:00;15:00;66.609;39.195;1.196,75
25.06.2018;15:00;16:00;65.601;38.766,75;905,25
25.06.2018;16:00;17:00;64.611,25;39.529,25;331,75
25.06.2018;17:00;18:00;64.227,25;41.954,5;589,75
25.06.2018;18:00;19:00;64.114;45.809,25;305,25
25.06.2018;19:00;20:00;63.358,75;49.274,75;7,75
25.06.2018;20:00;21:00;61.002,5;50.070;65
25.06.2018;21:00;22:00;58.173,25;49.013,25;124,25
25.06.2018;22:00;23:00;56.001,5;47.568,25;25,75
25.06.2018;23:00;00:00;51.458,75;43.441;498
26.06.2018;00:00;01:00;47.855,5;40.769,5;1.285
26.06.2018;01:00;02:00;46.064,25;39.829,75;2.707,25
26.06.2018;02:00;03:00;44.775,5;39.029;3.804,5
26.06.2018;03:00;04:00;45.028,75;39.559,5;4.622
26.06.2018;04:00;05:00;45.917,75;40.935;4.284,75
26.06.2018;05:00;06:00;48.687,25;43.926;2.559,25
26.06.2018;06:00;07:00;56.486,75;51.024;191,75
26.06.2018;07:00;08:00;62.745,5;55.604,25;151,25
26.06.2018;08:00;09:00;65.951,5;55.999;2
26.06.2018;09:00;10:00;66.698,75;53.900,5;2
26.06.2018;10:00;11:00;67.704,75;52.497,25;4,25
26.06.2018;11:00;12:00;68.823,25;51.299,25;12,75
26.06.2018;12:00;13:00;68.259,5;48.891;20,5
26.06.2018;13:00;14:00;67.597,75;46.891,5;150,75
26.06.2018;14:00;15:00;66.321,5;45.047,5;524,5
26.06.2018;15:00;16:00;65.434;44.146,25;691,5
26.06.2018;16:00;17:00;64.639,75;44.960,5;416
26.06.2018;17:00;18:00;64.512,75;47.609,5;137,75
26.06.2018;18:00;19:00;64.020,25;50.947,25;273,75
26.06.2018;19:00;20:00;63.175,75;54.135,75;119,75
26.06.2018;20:00;21:00;60.563,5;54.347,5;31,25
26.06.2018;21:00;22:00;57.755,5;52.401,5;267,25
26.06.2018;22:00;23:00;55.721,75;49.788;299
26.06.2018;23:00;00:00;51.439,75;45.433,5;360,75
27.06.2018;00:00;01:00;48.234,5;42.662;1.638,5
27.06.2018;01:00;02:00;46.259,5;41.018,25;2.961
27.06.2018;02:00;03:00;45.171;39.892,5;4.265,25
27.06.2018;03:00;04:00;45.298,25;40.307,25;4.402,25
27.06.2018;04:00;05:00;46.297,75;41.589;3.398
27.06.2018;05:00;06:00;49.443,25;44.640,5;1.884,25
27.06.2018;06:00;07:00;56.832,5;50.981;274,25
27.06.2018;07:00;08:00;62.814,75;54.851;62
27.06.2018;08:00;09:00;66.155,5;53.648,25;0,5
27.06.2018;09:00;10:00;67.060,5;48.629;52
27.06.2018;10:00;11:00;68.481,25;45.049,5;136
27.06.2018;11:00;12:00;69.690,75;42.992;10,5
27.06.2018;12:00;13:00;69.299,5;41.731,25;15
27.06.2018;13:00;14:00;68.487;40.173,5;226,25
27.06.2018;14:00;15:00;67.173,5;38.946;316,25
27.06.2018;15:00;16:00;65.834,25;38.667,5;173
27.06.2018;16:00;17:00;63.965,75;38.677,25;1.014,75
27.06.2018;17:00;18:00;62.844,75;41.216;198,75
27.06.2018;18:00;19:00;63.017,25;46.033,5;168,25
27.06.2018;19:00;20:00;62.357,75;50.055;27,75
27.06.2018;20:00;21:00;60.167;51.606;7,25
27.06.2018;21:00;22:00;57.431,75;49.478;302,5
27.06.2018;22:00;23:00;55.236,5;45.594,25;865,25
27.06.2018;23:00;00:00;51.012,75;40.351,25;1.558
28.06.2018;00:00;01:00;48.461,75;37.708;2.464,25
28.06.2018;01:00;02:00;46.745,25;36.632,5;2.802
28.06.2018;02:00;03:00;45.546,5;36.213,25;4.039,5
28.06.2018;03:00;04:00;45.206,25;36.566,75;3.700
28.06.2018;04:00;05:00;46.125,5;38.096;3.474
28.06.2018;05:00;06:00;49.347,75;41.547,5;2.107,75
28.06.2018;06:00;07:00;56.323,5;47.608,5;473,75
28.06.2018;07:00;08:00;62.385,75;52.272,75;45
28.06.2018;08:00;09:00;65.987,5;52.859,25;0
28.06.2018;09:00;10:00;67.173,25;49.009,25;2
28.06.2018;10:00;11:00;68.705;44.889,5;129,5
28.06.2018;11:00;12:00;70.000;41.906,75;376,5
28.06.2018;12:00;13:00;69.557,5;40.552,75;168,75
28.06.2018;13:00;14:00;69.325,25;41.590,25;136,5
28.06.2018;14:00;15:00;68.492;42.568;137
28.06.2018;15:00;16:00;67.689,5;44.298;146,75
28.06.2018;16:00;17:00;66.774,5;45.669,75;265
28.06.2018;17:00;18:00;66.467,5;47.978,25;142,75
28.06.2018;18:00;19:00;65.634,5;50.219,75;168
28.06.2018;19:00;20:00;64.714;52.250,5;148,75
28.06.2018;20:00;21:00;61.936;52.200,25;145,75
28.06.2018;21:00;22:00;58.917,5;49.727,75;281
28.06.2018;22:00;23:00;56.417,25;46.479,25;230,25
28.06.2018;23:00;00:00;52.446,5;42.209,75;761
29.06.2018;00:00;01:00;49.178;39.086,5;2.213
29.06.2018;01:00;02:00;47.165,25;37.874,5;3.013,75
29.06.2018;02:00;03:00;45.509;36.808,75;3.314,5
29.06.2018;03:00;04:00;45.631,75;37.209;4.166,5
29.06.2018;04:00;05:00;46.389,5;38.179;4.241,75
29.06.2018;05:00;06:00;49.492,75;41.123;3.571,75
29.06.2018;06:00;07:00;57.049,75;48.197;684,25
29.06.2018;07:00;08:00;63.012,5;52.906,5;137,75
29.06.2018;08:00;09:00;66.417,25;53.498,25;137,5
29.06.2018;09:00;10:00;67.449,5;49.887,5;140,25
29.06.2018;10:00;11:00;69.076,25;46.251,75;393,5
29.06.2018;11:00;12:00;70.248,5;42.830;428
29.06.2018;12:00;13:00;69.412,5;38.966,5;845,75
29.06.2018;13:00;14:00;68.329,25;36.412,75;912
29.06.2018;14:00;15:00;66.782,75;35.126;1.422
29.06.2018;15:00;16:00;65.388;35.891,5;521,75
29.06.2018;16:00;17:00;64.079;37.603,75;608,5
29.06.2018;17:00;18:00;63.608,5;40.763,5;155
29.06.2018;18:00;19:00;62.927,25;44.263,5;278
29.06.2018;19:00;20:00;61.715,75;46.693,5;171,75
29.06.2018;20:00;21:00;58.943,25;46.838,5;200,75
29.06.2018;21:00;22:00;56.259,75;44.899,75;220
29.06.2018;22:00;23:00;54.333,5;41.837;559
29.06.2018;23:00;00:00;50.742,25;37.955,75;678,5
30.06.2018;00:00;01:00;47.023,25;34.465,25;967,75
30.06.2018;01:00;02:00;44.646,25;32.777,5;1.148,75
30.06.2018;02:00;03:00;43.083;31.433,75;1.625,75
30.06.2018;03:00;04:00;42.427;31.230,25;2.125
30.06.2018;04:00;05:00;42.031,75;31.558,25;2.413,75
30.06.2018;05:00;06:00;41.738,25;31.639,25;2.355,75
30.06.2018;06:00;07:00;44.103,5;33.619,75;918,25
30.06.2018;07:00;08:00;47.901,25;35.217,25;427
30.06.2018;08:00;09:00;52.418;34.325,75;407,5
30.06.2018;09:00;10:00;55.628,75;30.392,25;530
30.06.2018;10:00;11:00;57.173,5;26.406,25;839
30.06.2018;11:00;12:00;57.533,25;23.617,5;1.686,75
30.06.2018;12:00;13:00;56.533,5;21.331,5;2.335,25
30.06.2018;13:00;14:00;54.733,25;19.544,5;4.261,75
30.06.2018;14:00;15:00;53.191,5;18.959;4.642,25
30.06.2018;15:00;16:00;52.613,5;20.311,75;4.349,5
30.06.2018;16:00;17:00;52.242;22.932,75;2.850,25
30.06.2018;17:00;18:00;52.563,5;27.261,5;1.657,25
30.06.2018;18:00;19:00;52.452,25;32.367,75;556
30.06.2018;19:00;20:00;51.580,25;35.914,75;185,75
30.06.2018;20:00;21:00;49.843,25;36.969,75;135,5
30.06.2018;21:00;22:00;47.824,25;34.743,5;294,5
30.06.2018;22:00;23:00;47.778;32.076;467
30.06.2018;23:00;00:00;44.638;27.387;1.630
01.07.2018;00:00;01:00;42.018,75;24.326,5;1.265,75
01.07.2018;01:00;02:00;39.861;22.870,25;1.531
01.07.2018;02:00;03:00;38.464,75;22.179,5;2.246,25
01.07.2018;03:00;04:00;37.502;22.259,75;2.635
01.07.2018;04:00;05:00;37.023,5;23.090,25;2.226,5
01.07.2018;05:00;06:00;36.593;23.145,5;2.781
01.07.2018;06:00;07:00;37.445,75;23.989,75;2.286,5
01.07.2018;07:00;08:00;40.370,25;25.563,75;943,75
01.07.2018;08:00;09:00;44.093,75;23.815,75;1.094,5
01.07.2018;09:00;10:00;46.872,25;18.333;2.429
01.07.2018;10:00;11:00;49.155,75;15.146,5;2.776
01.07.2018;11:00;12:00;51.114;13.707,5;2.941,5
01.07.2018;12:00;13:00;50.639,75;11.005,75;4.506,5
01.07.2018;13:00;14:00;48.973,25;8.642,5;5.797,5
01.07.2018;14:00;15:00;47.628,75;8.863,25;5.417,5
01.07.2018;15:00;16:00;47.117,75;11.169,5;3.960,25
01.07.2018;16:00;17:00;46.944;14.918;2.641,5
01.07.2018;17:00;18:00;47.945,5;20.906,75;1.390,25
01.07.2018;18:00;19:00;48.986;28.192,75;437,5
01.07.2018;19:00;20:00;49.579;34.559,5;170,75
01.07.2018;20:00;21:00;49.050;37.440;137
01.07.2018;21:00;22:00;48.350,25;36.625,25;277,25
01.07.2018;22:00;23:00;48.900,25;35.043,25;410,25
01.07.2018;23:00;00:00;46.398,75;31.728,25;1.552
02.07.2018;00:00;01:00;43.399,5;29.178;3.086,25
02.07.2018;01:00;02:00;41.418,5;28.033;2.518,75
02.07.2018;02:00;03:00;40.351;28.005,75;3.295
02.07.2018;03:00;04:00;40.840,75;30.003,5;2.543,75
02.07.2018;04:00;05:00;42.467,25;32.813;1.036,5
02.07.2018;05:00;06:00;45.476;36.664;843,75
02.07.2018;06:00;07:00;53.740,5;44.816,25;439,75
02.07.2018;07:00;08:00;60.385;49.632;196,25
02.07.2018;08:00;09:00;64.323;48.908;215
02.07.2018;09:00;10:00;65.764,5;44.299,5;632,25
02.07.2018;10:00;11:00;67.341;40.145,25;291,75
02.07.2018;11:00;12:00;68.887,75;37.639;225,5
02.07.2018;12:00;13:00;69.022,25;36.178,25;142,75
02.07.2018;13:00;14:00;68.533;35.613;553,25
02.07.2018;14:00;15:00;67.794;35.562;395
02.07.2018;15:00;16:00;66.990,5;36.863,5;244,75
02.07.2018;16:00;17:00;65.637;38.881,25;191
02.07.2018;17:00;18:00;65.162;43.465,5;83,25
02.07.2018;18:00;19:00;64.296,25;48.747;130,75
02.07.2018;19:00;20:00;63.151;53.380,5;0
02.07.2018;20:00;21:00;60.809,5;54.642,75;0
02.07.2018;21:00;22:00;58.130;52.597,5;82,5
02.07.2018;22:00;23:00;55.967;49.172,5;59
02.07.2018;23:00;00:00;51.674,5;44.534,75;648,25
03.07.2018;00:00;01:00;48.721,75;41.790,75;1.180,75
03.07.2018;01:00;02:00;47.005,25;40.605,5;2.186,25
03.07.2018;02:00;03:00;45.787,5;39.603;3.387,5
03.07.2018;03:00;04:00;45.857,75;39.712,75;4.367,5
03.07.2018;04:00;05:00;46.769,5;40.687;4.180,5
03.07.2018;05:00;06:00;49.197,5;42.843,75;2.536,5
03.07.2018;06:00;07:00;56.617,5;49.336;662,5
03.07.2018;07:00;08:00;62.793,5;53.103,5;23,75
03.07.2018;08:00;09:00;66.121,75;51.959,25;6
03.07.2018;09:00;10:00;67.196,25;47.321,25;237,5
03.07.2018;10:00;11:00;68.992,75;44.275,25;53,5
03.07.2018;11:00;12:00;70.566,75;42.837,25;34,25
03.07.2018;12:00;13:00;70.101;41.137,25;365,5
03.07.2018;13:00;14:00;69.422,5;40.061,5;127,75
03.07.2018;14:00;15:00;68.186,25;39.315,75;728,5
03.07.2018;15:00;16:00;67.500,25;40.416,5;408,5
